city_name,datetime,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,global_tilted_irradiance_instant,terrestrial_radiation_instant
Quezon City,2020-06-24 06:00:00,26.4,90.0,24.5,31.2,0.0,0.0,0.0,0.0,1.0,1009.0,1005.1,34.0,8.0,1.0,87.0,0.03,0.36,10.9,20.1,136.0,134.0,18.4,27.4,29.9,30.3,30.7,0.397,0.367,0.313,0.389,10.0,4.0,6.0,44.5,10.0,61.2,23.2,9.3,13.9,86.5,11.9,142.0
Quezon City,2020-06-24 07:00:00,27.9,85.0,25.0,32.9,0.0,0.0,0.0,0.0,1.0,1009.5,1005.6,32.0,4.0,1.0,93.0,0.11,0.58,11.6,17.1,126.0,125.0,22.7,27.9,29.7,30.3,30.7,0.396,0.366,0.313,0.389,148.0,97.0,51.0,435.6,148.0,294.8,223.8,146.7,77.1,435.6,223.8,445.8
Quezon City,2020-06-24 08:00:00,28.9,79.0,24.8,35.0,0.0,0.0,0.0,0.0,1.0,1009.4,1005.5,36.0,8.0,2.0,93.0,0.25,0.84,3.7,4.8,61.0,77.0,24.1,29.2,29.3,30.2,30.7,0.397,0.366,0.313,0.389,357.0,270.0,87.0,606.1,357.0,589.7,441.0,333.5,107.5,606.1,441.0,728.4
Quezon City,2020-06-24 09:00:00,30.3,71.0,24.4,35.8,0.0,0.0,0.0,0.0,2.0,1009.2,1005.3,51.0,23.0,5.0,91.0,0.4,1.27,5.9,7.8,101.0,103.0,16.6,30.3,29.4,30.2,30.7,0.395,0.365,0.313,0.389,539.0,429.0,110.0,665.4,539.0,853.5,612.8,487.8,125.1,665.4,612.8,970.4
Quezon City,2020-06-24 10:00:00,31.3,66.0,24.1,36.7,0.1,0.1,0.0,0.0,51.0,1009.1,1005.3,76.0,34.0,31.0,89.0,0.48,1.56,8.3,10.9,124.0,124.0,20.2,31.2,29.5,30.2,30.7,0.392,0.365,0.313,0.389,629.0,495.0,134.0,613.5,629.0,1068.2,680.3,535.4,144.9,613.5,680.3,1155.3
Quezon City,2020-06-24 11:00:00,31.9,63.0,24.1,37.7,0.0,0.0,0.0,0.0,2.0,1009.0,1005.2,58.0,16.0,29.0,86.0,0.58,1.74,10.5,13.6,142.0,140.0,24.5,32.2,29.6,30.2,30.7,0.387,0.364,0.312,0.389,754.0,565.0,189.0,613.5,754.0,1219.2,785.8,588.8,197.0,613.5,785.8,1270.6
Quezon City,2020-06-24 12:00:00,32.5,62.0,24.2,38.9,0.1,0.1,0.0,0.0,51.0,1008.4,1004.6,49.0,13.0,18.0,89.0,0.67,1.87,10.6,13.7,156.0,153.0,25.2,33.1,29.8,30.2,30.7,0.383,0.363,0.312,0.389,867.0,701.0,166.0,716.0,867.0,1296.2,875.2,707.6,167.6,716.0,875.2,1308.4
Quezon City,2020-06-24 13:00:00,32.8,60.0,24.0,39.4,0.0,0.0,0.0,0.0,1.0,1007.9,1004.1,47.0,6.0,23.0,92.0,0.68,1.99,10.1,12.6,163.0,160.0,25.2,33.8,30.0,30.2,30.7,0.377,0.362,0.312,0.389,880.0,762.0,118.0,779.6,880.0,1293.9,861.1,745.6,115.5,779.6,861.1,1266.2
Quezon City,2020-06-24 14:00:00,32.4,61.0,24.0,38.5,0.1,0.1,0.0,0.0,51.0,1007.4,1003.6,47.0,9.0,25.0,81.0,0.59,1.89,8.2,10.6,157.0,156.0,24.5,34.1,30.2,30.2,30.7,0.373,0.362,0.312,0.389,757.0,582.0,175.0,635.4,757.0,1212.6,715.8,550.4,165.5,635.4,715.8,1146.7
Quezon City,2020-06-24 15:00:00,31.7,999.0,24.0,37.8,0.0,0.0,0.0,0.0,2.0,1006.9,1003.1,52.0,16.0,26.0,74.0,0.47,1.69,3.3,4.6,103.0,108.0,21.2,34.1,30.4,30.2,30.7,0.37,0.361,0.312,0.389,615.0,475.0,140.0,594.5,615.0,1057.7,557.1,430.3,126.8,594.5,557.1,958.1
Quezon City,2020-06-24 16:00:00,,68.0,24.3,36.8,0.0,0.0,0.0,0.0,2.0,1007.2,1003.4,57.0,20.0,24.0,82.0,0.36,1.41,1.9,2.5,68.0,90.0,15.8,34.0,30.6,30.2,30.7,0.367,0.36,0.312,0.389,481.0,347.0,134.0,547.0,481.0,839.8,408.6,294.8,113.8,547.0,408.6,713.4
Quezon City,2020-06-24 17:00:00,30.4,70.0,24.2,35.7,0.1,0.1,0.0,0.0,51.0,1007.5,1003.7,52.0,14.0,24.0,83.0,0.22,1.32,6.5,7.9,183.0,183.0,14.4,33.3,30.7,30.2,30.7,0.366,0.36,0.312,0.389,278.0,183.0,95.0,422.2,278.0,573.8,207.9,136.9,71.0,422.2,207.9,429.1
Quezon City,2020-06-24 18:00:00,29.4,76.0,24.7,35.4,0.0,0.0,0.0,0.0,1.0,1007.9,1004.0,49.0,7.0,27.0,88.0,0.09,1.0,4.0,5.9,175.0,169.0,14.8,32.3,30.8,30.2,30.7,0.365,0.36,0.312,0.389,110.0,60.0,50.0,286.0,110.0,277.7,49.4,26.9,22.4,286.0,49.4,124.6
Quezon City,2020-06-24 19:00:00,28.7,81.0,25.2,34.9,0.0,0.0,0.0,0.0,1.0,1008.7,1004.8,40.0,5.0,16.0,85.0,0.03,0.73,4.7,8.7,157.0,150.0,7.9,31.3,30.9,30.2,30.7,0.365,0.36,0.312,0.389,7.0,2.0,5.0,24.0,7.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-24 20:00:00,28.3,88.0,26.0,35.0,0.0,0.0,0.0,0.0,1.0,1009.2,1005.3,36.0,6.0,8.0,86.0,0.0,0.47,4.8,5.6,193.0,207.0,9.0,31.3,30.7,30.2,30.7,0.359,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-24 21:00:00,29.1,81.0,25.6,36.0,0.0,0.0,0.0,0.0,1.0,1009.9,1006.0,42.0,10.0,9.0,91.0,0.0,0.75,1.6,3.9,207.0,236.0,5.8,30.5,30.7,30.2,30.7,0.358,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-24 22:00:00,27.8,88.0,25.6,34.1,0.0,0.0,0.0,0.0,3.0,1010.3,1006.4,82.0,42.0,29.0,91.0,0.0,0.46,5.8,11.0,330.0,322.0,8.3,29.9,30.7,30.2,30.7,0.359,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-24 23:00:00,26.9,90.0,25.1,32.7,0.6,0.6,0.0,0.0,53.0,1010.3,1006.4,48.0,11.0,17.0,92.0,0.0,0.36,7.0,12.9,21.0,18.0,15.5,29.3,30.6,30.3,30.7,0.364,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 00:00:00,26.1,95.0,25.3,32.7,0.0,0.0,0.0,0.0,1.0,1009.9,1006.0,44.0,10.0,15.0,86.0,0.0,0.16,2.3,2.6,129.0,74.0,11.9,28.7,30.5,30.3,30.7,0.364,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 01:00:00,26.3,93.0,25.0,32.5,0.0,0.0,0.0,0.0,1.0,1009.2,1005.3,35.0,5.0,7.0,87.0,0.0,0.25,3.3,7.2,167.0,183.0,6.8,28.3,30.4,30.3,30.7,0.364,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 02:00:00,26.2,92.0,24.8,32.2,0.0,0.0,0.0,0.0,1.0,1008.8,1004.9,29.0,2.0,3.0,86.0,0.0,0.26,4.2,9.8,160.0,172.0,6.8,28.0,30.3,30.3,30.7,0.364,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 03:00:00,25.9,94.0,24.9,31.9,0.0,0.0,0.0,0.0,1.0,1009.0,1005.1,32.0,4.0,3.0,89.0,0.0,0.19,4.7,11.5,157.0,160.0,8.3,27.7,30.1,30.3,30.7,0.364,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 04:00:00,25.6,96.0,24.9,31.5,0.0,0.0,0.0,0.0,1.0,1008.7,1004.8,33.0,2.0,3.0,98.0,0.0,0.13,-1.0,7.9,135.0,150.0,7.6,27.5,30.0,30.3,30.7,0.364,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 05:00:00,25.4,97.0,24.9,31.6,0.0,0.0,0.0,0.0,1.0,1009.2,1005.3,34.0,4.0,2.0,98.0,0.0,0.1,3.5,8.4,114.0,130.0,7.2,27.3,29.9,30.3,30.7,0.364,0.358,0.312,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 06:00:00,25.5,97.0,25.0,31.6,0.0,0.0,0.0,0.0,3.0,1009.3,1005.4,100.0,100.0,2.0,98.0,0.01,0.09,4.4,6.3,99.0,114.0,9.0,27.2,29.7,30.3,30.7,0.364,0.358,0.312,0.389,10.0,2.0,8.0,22.3,10.0,60.7,23.2,4.6,18.6,43.6,11.9,140.8
Quezon City,2020-06-25 07:00:00,26.7,90.0,24.9,32.7,0.0,0.0,0.0,0.0,1.0,1009.8,1005.9,31.0,1.0,2.0,95.0,0.08,0.34,4.3,6.4,95.0,106.0,12.2,27.7,29.6,30.3,30.7,0.363,0.358,0.312,0.389,120.0,48.0,72.0,216.4,120.0,293.7,181.7,72.7,109.0,216.4,181.7,444.7
Quezon City,2020-06-25 08:00:00,28.6,78.0,24.3,34.5,0.0,0.0,0.0,0.0,1.0,1009.8,1005.9,33.0,3.0,3.0,94.0,0.24,0.88,3.3,4.1,6.0,15.0,12.6,30.0,29.6,30.2,30.7,0.361,0.356,0.312,0.389,337.0,223.0,114.0,501.5,337.0,588.7,416.4,275.6,140.9,501.5,416.4,727.4
Quezon City,2020-06-25 09:00:00,30.0,72.0,24.5,36.2,0.0,0.0,0.0,0.0,2.0,1009.6,1005.7,52.0,21.0,7.0,95.0,0.4,1.18,1.8,2.2,349.0,9.0,13.7,31.0,29.6,30.2,30.7,0.359,0.356,0.312,0.389,551.0,400.0,151.0,621.0,551.0,852.6,626.6,454.9,171.7,621.0,626.6,969.6
Quezon City,2020-06-25 10:00:00,,68.0,24.3,37.5,0.2,0.2,0.0,0.0,51.0,1009.6,1005.8,69.0,29.0,25.0,93.0,0.48,1.44,1.8,2.6,127.0,124.0,23.0,32.1,29.7,30.2,30.7,0.357,0.355,0.312,0.389,638.0,451.0,187.0,559.2,638.0,1067.5,690.2,487.9,202.3,559.2,690.2,1154.8
Quezon City,2020-06-25 11:00:00,30.9,69.0,24.6,37.7,0.1,0.1,0.0,0.0,51.0,1009.1,1005.3,65.0,19.0,36.0,87.0,0.49,1.36,2.1,2.5,59.0,90.0,24.5,32.8,29.9,30.2,30.7,0.355,0.355,0.312,0.389,642.0,413.0,229.0,448.6,642.0,1218.8,669.2,430.5,238.7,448.6,669.2,1270.3
Quezon City,2020-06-25 12:00:00,31.7,68.0,25.2,39.3,0.1,0.1,0.0,0.0,51.0,1008.4,1004.6,46.0,14.0,13.0,84.0,0.52,1.48,1.1,2.1,72.0,121.0,24.8,33.5,30.1,30.2,30.7,0.352,0.354,0.312,0.388,678.0,397.0,281.0,405.5,678.0,1296.0,684.5,400.8,283.7,405.5,684.5,1308.4
Quezon City,2020-06-25 13:00:00,32.5,66.0,25.3,40.7,0.1,0.1,0.0,0.0,51.0,1007.6,1003.8,57.0,22.0,24.0,76.0,0.62,1.66,2.9,2.9,277.0,270.0,24.5,34.4,30.3,30.2,30.7,0.349,0.353,0.312,0.388,806.0,535.0,271.0,547.3,806.0,1294.0,788.8,523.6,265.2,547.3,788.8,1266.4
Quezon City,2020-06-25 14:00:00,31.5,67.0,24.7,38.0,0.4,0.4,0.0,0.0,51.0,1007.2,1003.4,72.0,34.0,30.0,78.0,0.53,1.51,6.3,7.3,329.0,327.0,27.4,34.6,30.5,30.2,30.7,0.349,0.353,0.312,0.388,691.0,433.0,258.0,472.5,691.0,1213.0,653.5,409.5,244.0,472.5,653.5,1147.2
Quezon City,2020-06-25 15:00:00,30.9,71.0,25.0,36.7,0.4,0.4,0.0,0.0,51.0,1007.0,1003.2,57.0,22.0,18.0,88.0,0.41,1.3,6.6,7.8,338.0,338.0,28.1,34.1,30.7,30.2,30.7,0.35,0.352,0.312,0.388,534.0,330.0,204.0,412.8,534.0,1058.3,483.8,299.0,184.8,412.8,483.8,958.8
Quezon City,2020-06-25 16:00:00,31.1,71.0,25.2,37.4,0.0,0.0,0.0,0.0,1.0,1007.1,1003.3,50.0,13.0,16.0,94.0,0.36,1.32,4.1,4.9,52.0,54.0,18.4,33.9,30.8,30.2,30.7,0.348,0.352,0.312,0.388,470.0,290.0,180.0,456.7,470.0,840.6,399.3,246.4,152.9,456.7,399.3,714.2
Quezon City,2020-06-25 17:00:00,30.1,72.0,24.5,36.0,0.3,0.3,0.0,0.0,51.0,1007.9,1004.0,48.0,13.0,12.0,98.0,0.16,1.2,3.8,5.5,163.0,148.0,14.8,33.1,31.0,30.3,30.7,0.35,0.352,0.312,0.388,200.0,65.0,135.0,149.7,200.0,574.6,149.7,48.6,101.0,149.7,149.7,430.0
Quezon City,2020-06-25 18:00:00,28.2,84.0,25.2,33.4,0.7,0.7,0.0,0.0,53.0,1008.6,1004.7,43.0,11.0,5.0,99.0,0.08,0.62,11.4,16.9,191.0,180.0,24.1,31.6,31.0,30.3,30.7,0.356,0.351,0.312,0.388,79.0,13.0,66.0,61.8,79.0,278.6,35.6,5.9,29.7,61.8,35.6,125.5
Quezon City,2020-06-25 19:00:00,27.6,88.0,25.4,33.3,0.0,0.0,0.0,0.0,1.0,1009.3,1005.4,46.0,13.0,8.0,99.0,0.03,0.46,8.7,14.8,173.0,157.0,20.5,30.4,31.0,30.3,30.7,0.356,0.351,0.312,0.388,6.0,0.0,6.0,0.0,6.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 20:00:00,27.4,88.0,25.3,34.3,0.1,0.1,0.0,0.0,51.0,1009.4,1005.5,47.0,15.0,7.0,99.0,0.0,0.43,0.7,5.9,360.0,128.0,18.7,31.7,30.9,30.3,30.7,0.334,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 21:00:00,27.2,92.0,25.8,34.2,0.1,0.1,0.0,0.0,51.0,1010.2,1006.3,46.0,6.0,19.0,99.0,0.0,0.29,1.8,3.3,191.0,186.0,7.2,30.3,30.9,30.3,30.7,0.335,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 22:00:00,26.6,92.0,25.2,32.5,0.3,0.3,0.0,0.0,51.0,1010.6,1006.7,79.0,20.0,51.0,100.0,0.0,0.28,6.5,9.7,357.0,345.0,19.1,29.4,30.8,30.3,30.7,0.338,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-25 23:00:00,25.8,95.0,24.9,30.8,0.1,0.1,0.0,0.0,51.0,1011.4,1007.5,100.0,62.0,69.0,100.0,0.0,0.16,11.5,18.3,319.0,315.0,20.9,28.5,30.7,30.3,30.7,0.339,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 00:00:00,25.8,94.0,24.8,31.4,0.0,0.0,0.0,0.0,3.0,1010.9,1007.0,100.0,79.0,37.0,100.0,0.0,0.2,6.9,11.3,332.0,323.0,20.9,28.0,30.6,30.3,30.7,0.339,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 01:00:00,25.8,95.0,24.9,31.3,0.0,0.0,0.0,0.0,3.0,1010.1,1006.2,86.0,45.0,26.0,100.0,0.0,0.17,8.0,12.3,8.0,357.0,14.0,27.6,30.4,30.3,30.7,0.339,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 02:00:00,25.4,999.0,24.7,30.6,0.0,0.0,0.0,0.0,2.0,1009.1,1005.2,58.0,23.0,13.0,100.0,0.0,0.12,9.0,14.8,2.0,356.0,16.2,27.4,30.3,30.3,30.7,0.339,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 03:00:00,25.0,98.0,24.6,30.6,0.0,0.0,0.0,0.0,2.0,1008.9,1005.0,54.0,25.0,2.0,100.0,0.0,0.07,5.9,11.6,346.0,344.0,16.2,27.1,30.1,30.3,30.7,0.339,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 04:00:00,24.9,98.0,24.6,30.8,0.0,0.0,0.0,0.0,2.0,1009.5,1005.6,74.0,45.0,6.0,100.0,0.0,0.06,4.0,8.8,355.0,351.0,11.5,26.9,30.0,30.3,30.7,0.339,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 05:00:00,25.0,98.0,24.6,31.2,0.0,0.0,0.0,0.0,2.0,1009.8,1005.9,64.0,30.0,12.0,100.0,0.0,0.07,1.8,2.0,37.0,45.0,7.9,26.8,29.8,30.3,30.7,0.339,0.346,0.308,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 06:00:00,25.2,96.0,24.5,31.4,0.0,0.0,0.0,0.0,1.0,1009.7,1005.8,36.0,5.0,3.0,99.0,0.01,0.12,1.6,4.7,243.0,203.0,4.7,26.8,29.7,30.3,30.7,0.339,0.346,0.308,0.388,8.0,1.0,7.0,11.2,8.0,60.0,18.6,2.3,16.3,22.0,9.5,139.6
Quezon City,2020-06-26 07:00:00,26.2,92.0,24.8,32.3,0.0,0.0,0.0,0.0,1.0,1010.3,1006.4,32.0,1.0,3.0,98.0,0.07,0.28,3.4,5.8,108.0,120.0,11.2,27.2,29.5,30.3,30.7,0.339,0.346,0.308,0.388,108.0,32.0,76.0,144.8,108.0,292.5,163.8,48.5,115.3,144.8,163.8,443.6
Quezon City,2020-06-26 08:00:00,27.9,81.0,24.4,33.9,0.0,0.0,0.0,0.0,1.0,1009.8,1005.9,34.0,1.0,7.0,97.0,0.21,0.71,2.4,3.3,207.0,193.0,11.5,29.2,29.4,30.3,30.7,0.339,0.345,0.307,0.388,294.0,152.0,142.0,342.4,294.0,587.6,363.5,187.9,175.6,342.4,363.5,726.4
Quezon City,2020-06-26 09:00:00,29.4,76.0,24.7,35.1,0.0,0.0,0.0,0.0,1.0,1010.1,1006.2,39.0,7.0,6.0,96.0,0.34,0.99,6.4,8.2,164.0,157.0,17.3,30.1,29.4,30.3,30.7,0.337,0.345,0.307,0.388,462.0,263.0,199.0,408.7,462.0,851.7,525.5,299.2,226.4,408.7,525.5,968.8
Quezon City,2020-06-26 10:00:00,31.0,67.0,24.0,36.5,0.0,0.0,0.0,0.0,1.0,1009.6,1005.8,36.0,4.0,7.0,94.0,0.45,1.5,5.5,7.4,113.0,113.0,33.1,31.2,29.5,30.3,30.7,0.335,0.344,0.307,0.388,591.0,397.0,194.0,492.6,591.0,1066.8,639.4,429.5,209.9,492.6,639.4,1154.2
Quezon City,2020-06-26 11:00:00,32.6,58.0,23.3,38.3,0.0,0.0,0.0,0.0,1.0,1009.7,1005.9,41.0,9.0,11.0,88.0,0.58,2.06,7.3,9.5,79.0,81.0,33.5,32.4,29.6,30.3,30.7,0.331,0.344,0.307,0.388,744.0,557.0,187.0,605.1,744.0,1218.3,775.6,580.6,194.9,605.1,775.6,1270.1
Quezon City,2020-06-26 12:00:00,32.6,56.0,22.5,37.5,0.0,0.0,0.0,0.0,1.0,1009.5,1005.7,44.0,8.0,19.0,84.0,0.64,2.18,-1.0,16.3,114.0,112.0,32.0,33.4,29.8,30.3,30.7,0.326,0.343,0.307,0.388,813.0,627.0,186.0,640.4,813.0,1295.9,820.9,633.1,187.8,640.4,820.9,1308.4
Quezon City,2020-06-26 13:00:00,31.4,62.0,23.2,36.2,0.4,0.4,0.0,0.0,51.0,1009.1,1005.3,64.0,24.0,28.0,85.0,0.56,1.76,12.2,16.6,104.0,103.0,34.9,33.6,30.0,30.3,30.7,0.327,0.342,0.307,0.388,718.0,503.0,215.0,514.4,718.0,1294.2,702.7,492.3,210.4,514.4,702.7,1266.7
Quezon City,2020-06-26 14:00:00,32.6,56.0,22.7,37.8,0.0,0.0,0.0,0.0,1.0,1008.6,1004.8,47.0,13.0,15.0,87.0,0.6,2.15,9.1,12.3,108.0,105.0,33.1,34.1,30.2,30.2,30.7,0.323,0.342,0.307,0.388,766.0,510.0,256.0,556.3,766.0,1213.3,724.5,482.4,242.1,556.3,724.5,1147.7
Quezon City,2020-06-26 15:00:00,31.2,63.0,23.5,36.2,0.1,0.1,0.0,0.0,51.0,1008.3,1004.5,49.0,12.0,20.0,87.0,0.5,1.66,9.2,12.4,129.0,126.0,30.2,34.2,30.4,30.3,30.7,0.32,0.341,0.307,0.388,649.0,475.0,174.0,593.7,649.0,1058.9,588.1,430.4,157.7,593.7,588.1,959.5
Quezon City,2020-06-26 16:00:00,30.6,67.0,23.8,35.8,0.1,0.1,0.0,0.0,51.0,1008.1,1004.3,49.0,11.0,22.0,86.0,0.35,1.44,5.6,7.9,117.0,114.0,27.7,33.9,30.6,30.3,30.7,0.319,0.34,0.307,0.388,461.0,307.0,154.0,483.0,461.0,841.3,391.8,260.9,130.9,483.0,391.8,715.0
Quezon City,2020-06-26 17:00:00,30.3,68.0,23.6,35.7,0.0,0.0,0.0,0.0,1.0,1008.2,1004.3,44.0,11.0,16.0,82.0,0.2,1.39,2.9,4.4,90.0,99.0,21.2,33.3,30.7,30.3,30.7,0.318,0.34,0.307,0.388,270.0,142.0,128.0,326.6,270.0,575.5,202.1,106.3,95.8,326.6,202.1,430.8
Quezon City,2020-06-26 18:00:00,28.9,76.0,24.2,34.5,0.4,0.4,0.0,0.0,51.0,1009.2,1005.3,53.0,10.0,28.0,90.0,0.08,0.96,4.7,5.8,328.0,338.0,19.8,32.2,30.8,30.3,30.7,0.32,0.34,0.307,0.388,93.0,33.0,60.0,156.3,93.0,279.4,42.0,14.9,27.1,156.3,42.0,126.3
Quezon City,2020-06-26 19:00:00,27.5,87.0,25.1,33.3,0.0,0.0,0.0,0.0,2.0,1010.0,1006.1,50.0,17.0,20.0,76.0,0.03,0.48,6.9,10.1,298.0,297.0,13.0,31.0,30.8,30.3,30.7,0.321,0.34,0.307,0.388,7.0,2.0,5.0,23.8,7.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 20:00:00,28.1,87.0,25.7,35.1,0.0,0.0,0.0,0.0,1.0,1009.6,1005.7,49.0,11.0,23.0,83.0,0.0,0.5,1.8,3.3,217.0,193.0,13.3,32.5,30.7,30.3,30.7,0.312,0.334,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 21:00:00,28.0,86.0,25.5,34.4,0.0,0.0,0.0,0.0,1.0,1009.9,1006.0,43.0,14.0,20.0,62.0,0.0,0.53,4.7,8.5,176.0,152.0,8.6,31.0,30.8,30.3,30.7,0.312,0.334,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 22:00:00,27.4,85.0,24.8,33.5,0.0,0.0,0.0,0.0,1.0,1010.5,1006.6,40.0,11.0,21.0,58.0,0.0,0.53,3.9,8.9,158.0,140.0,8.3,29.8,30.7,30.3,30.7,0.312,0.333,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-26 23:00:00,27.2,84.0,24.4,32.7,0.0,0.0,0.0,0.0,2.0,1010.6,1006.7,51.0,16.0,26.0,69.0,0.0,0.56,6.1,11.7,152.0,137.0,10.4,29.0,30.7,30.3,30.7,0.312,0.333,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-27 00:00:00,26.9,85.0,24.2,31.9,0.0,0.0,0.0,0.0,2.0,1009.8,1005.9,58.0,21.0,28.0,74.0,0.01,0.53,8.2,15.0,151.0,136.0,14.0,28.4,30.6,30.3,30.7,0.313,0.333,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-27 01:00:00,26.6,86.0,24.0,31.6,0.0,0.0,0.0,0.0,2.0,1009.6,1005.7,56.0,13.0,33.0,81.0,0.01,0.5,7.6,14.0,155.0,138.0,15.1,28.0,30.4,30.3,30.7,0.313,0.333,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-27 02:00:00,26.1,88.0,23.9,31.2,0.0,0.0,0.0,0.0,2.0,1009.2,1005.3,52.0,16.0,21.0,84.0,0.0,0.41,6.3,12.3,156.0,140.0,13.3,27.6,30.3,30.3,30.7,0.313,0.333,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-27 03:00:00,25.7,90.0,24.0,31.2,0.0,0.0,0.0,0.0,2.0,1009.3,1005.4,65.0,18.0,34.0,94.0,0.0,0.32,3.8,9.0,139.0,127.0,11.2,27.4,30.2,30.3,30.7,0.313,0.333,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quezon City,2020-06-27 04:00:00,25.5,94.0,24.4,31.3,0.0,0.0,0.0,0.0,2.0,1009.5,1005.6,54.0,8.0,31.0,95.0,0.0,0.21,3.3,4.3,41.0,42.0,6.1,27.2,30.0,30.3,30.7,0.314,0.333,0.305,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
